lens,pdf_path,pdf_name,page_number,sentence_index,sentence,event_type,outcome,confidence,context_strength,source_weight,tags,entities,error
building_physics,cache/rss/19c8641eb0ac6abaff65e3ca55e3935f.pdf,19c8641eb0ac6abaff65e3ca55e3935f.pdf,3,8,"Plasticization of chitosan with glycerol has been attributed to the dis- ruption of glucosamine intramolecular hydrogen bonds with insights from attenuated total reflectance-Fourier transform infrared spectroscopy (ATR-FTIR) and nuclear magnetic res- onance (NMR).38 However, the proposed mechanism does not account for the role of water despite the high moisture uptake of chitosan at ambient conditions.40,41 Furthermore, this mechanism focuses on the glucosamine monomer assemblies and may not translate to the chitosan polymer, where intermolecular interactions are expected to play a more significant role.",building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/2db6ff303f4d75fc7726f606ad673ff7.pdf,2db6ff303f4d75fc7726f606ad673ff7.pdf,1,11,"simulation[8–10], atomiclithography[11], Bose-Einstein In most MOT-based sources, pushing laser beams and condensation [12], and precision spectroscopy [13].",building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""condensation"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/5adfc26b348c065e12ac3d58909f1bc2.pdf,5adfc26b348c065e12ac3d58909f1bc2.pdf,1,1,"A critical assessment of bonding descriptors for predicting ma- terials properties Aakash Ashok Naik Nidal Dhamrait Katharina Ueltzen Christina Ertural Philipp Benner Gian- Marco Rignanese Janine George* Aakash Ashok Naik, Katharina Ueltzen, Prof. Dr. Janine George Address Department of Materials Chemistry, Federal Institute for Materials Research and Testing, Berlin, 12205, Germany Institute of Condensed Matter Theory and Optics, Friedrich Schiller University Jena, Jena, 10587, Ger- many Email Address: janine.george@bam.de Nidal Dhamrait, Dr. Christina Ertural Address Department of Materials Chemistry, Federal Institute for Materials Research and Testing, Berlin, 12205, Germany Dr. Philipp Benner Address eScience Group, Federal Institute for Materials Research and Testing, Berlin, 12205, Germany Prof. Dr. Gian-Marco Rignanese Address Institute of Condensed Matter and Nanosciences (IMCN), UCLouvain, Louvain-la-Neuve, 1348, Belgium Keywords: Bonding descriptors, Machine learning, Symbolic regression, Thermal Conductivity, Phonons Most machine learning models for materials science rely on descriptors based on materials compositions and structures, even though the chemical bond has been proven to be a valuable concept for predicting materials properties.",building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/5adfc26b348c065e12ac3d58909f1bc2.pdf,5adfc26b348c065e12ac3d58909f1bc2.pdf,1,8,The results demonstrate that incorporating quantum-chemical bonding descriptors not only improves predictive performance but also helps identify intuitive expressions for properties such as the projected force constant and lattice thermal conductivity via symbolic regression.,building_physics_performance,neutral,low,weak,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/5adfc26b348c065e12ac3d58909f1bc2.pdf,5adfc26b348c065e12ac3d58909f1bc2.pdf,2,16,"This frequency is generally indicative of the strongest bond present in the material [53] and can also be used to obtain insights into the criti- cal temperature T in superconducting materials.[54] The correlation between the strongest bond and c the last peak of the phonon DOS has been demonstrated in a pilot study involving bonding descriptors conducted by some of us.[36] The thermodynamic properties, bulk/ shear modulus, mean squared dis- placements, and lattice thermal conductivity in materials are also commonly correlated or explained through concepts of chemical bonding.[55, 56, 57].",building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/8e3997397511d4e3ece990a19af62086444a88ca4d09dcd6b36cf1c5f9f6a8ee.pdf,8e3997397511d4e3ece990a19af62086444a88ca4d09dcd6b36cf1c5f9f6a8ee.pdf,3,22,"In the final step, fatty acid synthase (FASN1) catalyzes successive condensation reactions, utilizing malonyl-CoA as a two- carbon donor and acetyl-CoA as a primer, ultimately generating long-chain fatty acids (Figure 2A).",building_physics_performance,neutral,low,weak,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""condensation"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/a236d3dc7e68a998d25cc6047ae5a939.pdf,a236d3dc7e68a998d25cc6047ae5a939.pdf,,,,ERROR,,,,,[],[],PdfminerException: No /Root object! - Is this really a PDF?
building_physics,cache/rss/a969862b646ac57cadf0701326bec709.pdf,a969862b646ac57cadf0701326bec709.pdf,1,9,"Structural and electrical characterizations reveal that the machining width and depth are not limited by the optical spot size but are governed by the anisotropic thermal conductivity of Bi-2212, consistent with a thermally dominated laser ablation process.",building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/ad1e8631b8e7330c060cbe696de79fe0.pdf,ad1e8631b8e7330c060cbe696de79fe0.pdf,1,1,Thermal conductivity tuning of scalable nanopatterned silicon membranes measured with a three-probe method Jose M.,building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
building_physics,cache/rss/ad1e8631b8e7330c060cbe696de79fe0.pdf,ad1e8631b8e7330c060cbe696de79fe0.pdf,2,4,"Specifically, a fivefold reduction in thermal conductivity is achieved, reaching 7.3W/m·K for fully etched-through membranes at room temperature.",building_physics_performance,neutral,med,moderate,0.9,"[""building_physics_performance""]","[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]",
